"x_ankle_l", "y_ankle_l", "error_ankle_l", "x_ankle_r", "y_ankle_r", "error_ankle_r", "x_knee_l", "y_knee_l", "error_knee_l", "x_knee_r", "y_knee_r", "error_knee_r", "x_hip_l", "y_hip_l", "error_hip_l", "x_hip_r", "y_hip_r", "error_hip_r", "x_wrist_l", "y_wrist_l", "error_wrist_l", "x_wrist_r", "y_wrist_r", "error_wrist_r", "x_elbow_l", "y_elbow_l", "error_elbow_l", "x_elbow_r", "y_elbow_r", "error_elbow_r", "x_shoulder_l", "y_shoulder_l", "error_shoulder_l", "x_shoulder_r", "y_shoulder_r", "error_shoulder_r", "x_chin", "y_chin", "error_chin", "x_forehead", "y_forehead", "error_forehead"
"64.60556173324585","48.73396968841553","0.05226069688796997","35.472530364990234","28.498137801885605","0.0028771162033081055","-2.823547840118408","-0.7537498474121094","5.492568016052246e-05","0.7880003452301025","0.8226375579833984","0.00010830163955688477","33.27919101715088","29.610711097717285","0.0005654692649841309","64.26848649978638","49.455811977386475","0.06106361746788025","49.46049761772156","98.97487735748291","0.0005086958408355713","45.79054820537567","66.28449523448944","7.11977481842041e-05","4.617802977561951","28.638944387435913","6.0617923736572266e-05","0.3417811393737793","1.4337244033813477","2.714991569519043e-05","45.526989579200745","65.47395825386047","0.00019219517707824707","48.79672169685364","96.71819639205933","0.0005568265914916992","1.0681371688842773","0.5544509887695312","6.753206253051758e-05","-0.0683283805847168","3.1771613359451294","0.00020709633827209473"
"73.65401458740234","26.8026864528656","0.03989401459693909","68.35976222157478","24.963762998580933","0.0027066469192504883","-4.228917121887207","-1.51983642578125","1.3440847396850586e-05","-0.4027376174926758","0.45222020149230957","2.765655517578125e-05","68.73255205154419","25.937913179397583","0.0008397996425628662","74.99623394012451","26.61113667488098","0.03519374132156372","76.90026730298996","25.984819173812866","0.00015780329704284668","72.67563509941101","24.57012391090393","2.288818359375e-05","2.2600845098495483","3.966779574751854","1.4483928680419922e-05","50.847532749176025","60.881263732910156","7.808208465576172e-06","70.92365980148315","24.166147470474243","7.900595664978027e-05","77.4561277627945","26.01689624786377","0.0002452731132507324","73.47598266601562","59.513940542936325","2.7477741241455078e-05","72.76976537704468","8.964509963989258","0.00012287497520446777"
"92.89199942350388","98.1106333732605","0.0005609989166259766","90.50864100456238","107.68825188279152","0.0012442469596862793","64.50701332092285","109.84154605865479","0.0008484125137329102","92.4122724533081","107.121428668499","0.0007455348968505859","95.67353391647339","107.25598162412643","0.00038051605224609375","77.1107108592987","49.27283716201782","0.00026106834411621094","62.60367560386658","96.79462099075317","0.3409053087234497","65.52600955963135","88.09408140182495","0.21993771195411682","73.02045130729675","60.81782341003418","0.2305031418800354","97.3466899394989","58.63521063327789","0.32147669792175293","90.74511110782623","75.97313547506928","0.17935866117477417","98.22936809062958","97.11093544960022","0.1646290123462677","83.65588739514351","56.7177939414978","0.6600898504257202","76.30942517518997","19.67489528656006","0.4003850221633911"
"66.7941826581955","53.39147341251373","0.028796851634979248","55.81538009643555","29.80283772945404","0.0005461573600769043","127.12662076950073","110.96723985671997","2.0056962966918945e-05","128.58585500717163","112.21154260635376","1.3560056686401367e-05","65.88674306869507","47.33191394805908","0.0007467269897460938","65.1179130077362","54.25645208358765","0.027626484632492065","65.07286071777344","53.75330924987793","0.0019111931324005127","67.62146759033203","58.962114691734314","0.00019508600234985352","2.7896742820739746","65.21384334564209","2.491474151611328e-05","60.69127118587494","43.77197416126728","0.0001100003719329834","60.55875778198242","48.09206247329712","0.001166015863418579","64.50356912612915","52.1231803894043","0.032083749771118164","72.77410125732422","57.65683364868164","2.1964311599731445e-05","71.02980709075928","27.114324390888214","0.005269527435302734"
"60.147860527038574","61.0372838973999","0.2571932375431061","56.879310846328735","61.34259116649628","0.00039118528366088867","-4.46900749206543","-1.9204163551330566","2.1785497665405273e-05","-0.4475712776184082","0.12216973304748535","5.340576171875e-05","58.4786479473114","60.91104781627655","0.0009582042694091797","55.02651357650757","56.81891202926636","0.3036692142486572","73.0285108089447","66.93321657180786","0.00029727816581726074","-1.5840239524841309","3.1064910292625427","1.2814998626708984e-05","1.1089763641357422","3.058758795261383","1.1354684829711914e-05","-1.4243159294128418","1.1816353797912598","1.0907649993896484e-05","-0.8417291641235352","1.1066882610321045","1.9162893295288086e-05","70.74995231628418","66.50429105758667","0.0006373822689056396","0.9128408432006836","0.032723426818847656","1.7970800399780273e-05","-0.5598125457763672","3.632132589817047","0.00012791156768798828"
"78.23023319244385","39.37673807144165","0.05858221650123596","47.39788341522217","36.09215450286865","0.03747078776359558","59.915415428578854","55.54899311065674","0.001584380865097046","61.45419085025787","56.76240801811218","0.002442777156829834","47.76635217666626","36.08355903625488","0.05882182717323303","46.450714349746704","62.340492725372314","0.06148466467857361","58.74272835254669","65.71323251724243","0.009173870086669922","91.59428215026855","35.01098346710205","0.000798344612121582","70.49109315872192","60.05656535923481","0.0003681778907775879","63.359606981277466","60.35880386829376","0.0009453296661376953","55.75590705871582","33.08933639526367","0.0017077326774597168","59.4794847369194","64.43130254745483","0.012126892805099487","59.11802589893341","60.35750213265419","0.003788679838180542","51.03564792871475","40.77401924133301","0.0110243558883667"
"32.052316665649414","63.02355480194092","0.6310277581214905","83.79793673753738","72.94674491882324","0.1582091748714447","60.53008818626404","72.7238519191742","0.01824134588241577","77.68732821941376","73.906977891922","0.031236469745635986","85.41207277774811","72.6612696647644","0.12823942303657532","44.96069598197937","57.320056438446045","0.6279518008232117","74.77783024311066","73.5078854560852","0.1325039267539978","86.11376619338989","71.6196026802063","0.03939002752304077","59.172183573246","71.80658197402954","0.000976860523223877","79.8705050945282","72.62324905395508","0.0009712874889373779","90.4555196762085","70.71849870681763","0.12034207582473755","67.72594210505486","73.65697526931763","0.2586674690246582","66.55139553546906","73.23267245292664","0.0014913380146026611","80.13347864151001","75.06166613101959","0.024322718381881714"
"62.861629486083984","76.51057207584381","0.3765416741371155","62.14289855957031","78.76883602142334","0.09748810529708862","73.64283180236816","90.61855471134186","0.0016039013862609863","76.23653158545494","89.99062538146973","0.0033395588397979736","66.98875916004181","77.274418592453","0.0866435170173645","64.221107006073","75.40803396701813","0.5492987632751465","99.7494287788868","87.11255550384521","0.0012848079204559326","103.04946327209473","95.80643320083618","0.0003833770751953125","72.3943076133728","75.58646541833878","0.00044792890548706055","100.47872400283813","90.07330846786499","0.00012725591659545898","100.67490863800049","90.87958896160126","0.0041439831256866455","100.41573667526245","89.88866186141968","0.010381162166595459","107.43084293603897","96.94928503036499","0.00019943714141845703","73.42028570175171","90.54641556739807","0.0008209347724914551"
"112.0393238067627","36.241748943924904","0.22546368837356567","44.1464769244194","23.63236093521118","0.49944689869880676","45.26675188541412","77.0211443901062","0.005974680185317993","45.77613615989685","69.78757393360138","0.001749873161315918","43.36323702335358","24.29943323135376","0.3081263303756714","117.39730823040009","35.34865915775299","0.1690618395805359","117.96400833129883","36.02117729187012","0.013600379228591919","69.6134991645813","113.4025206565857","0.007727235555648804","51.15622991323471","76.81160241365433","0.017316550016403198","53.52057409286499","74.66452193260193","0.0033879876136779785","69.08395671844482","115.14506179094315","0.0023057162761688232","117.97393655776978","35.185112953186035","0.015733331441879272","57.65463662147522","74.26579189300537","0.035486072301864624","48.519185066223145","89.12606835365295","0.032801300287246704"
"52.64818024635315","55.74580931663513","0.0968303382396698","46.488564252853394","47.879894495010376","0.002876967191696167","-4.284923553466797","-2.834555149078369","1.9937753677368164e-05","-0.3505568504333496","-0.010190963745117188","4.693865776062012e-05","41.78560280799866","48.349509716033936","0.0026386380195617676","51.30952870845795","55.97054982185364","0.0402580201625824","57.32003831863403","54.052154541015625","1.582503318786621e-05","-1.5105109214782715","2.540405035018921","1.33514404296875e-05","55.53290843963623","61.377238392829895","1.7970800399780273e-05","57.65909671783447","63.2622766494751","8.046627044677734e-06","-0.05954313278198242","0.21916961669921875","1.9669532775878906e-05","55.4372935295105","51.68240928649902","3.120303153991699e-05","0.7702569961547852","-0.3195977210998535","1.1622905731201172e-05","57.45045518875122","50.74439096450806","0.00011989474296569824"
